MATCH_ID,MAP,TOURNAMENT,TEAM,SIDE,SCORE,RESULT,DURATION,HERO_1,HERO_2,HERO_3,HERO_4,HERO_5
85,1,StarLadder ImbaTV Dota 2 Minor Season 3,Alliance,dire,12,LOSE,39:28,Puck,Centaur Warrunner,Disruptor,Medusa,Nyx Assassin
85,2,StarLadder ImbaTV Dota 2 Minor Season 3,Team Aster,radiant,19,WIN,30:25,Terrorblade,Puck,Shadow Shaman,Mars,Oracle
85,2,StarLadder ImbaTV Dota 2 Minor Season 3,Alliance,dire,17,LOSE,30:25,Beastmaster,Shadow Fiend,Earthshaker,Riki,Snapfire
86,1,StarLadder ImbaTV Dota 2 Minor Season 3,Gambit Esports,radiant,9,LOSE,28:37,Templar Assassin,Dark Seer,Witch Doctor,Slardar,Riki
86,1,StarLadder ImbaTV Dota 2 Minor Season 3,BOOM Esports,dire,22,WIN,28:37,Lifestealer,Void Spirit,Abaddon,Tiny,Ancient Apparition
86,2,StarLadder ImbaTV Dota 2 Minor Season 3,Gambit Esports,radiant,24,WIN,33:47,Chen,Morphling,Earthshaker,Razor,Batrider
86,2,StarLadder ImbaTV Dota 2 Minor Season 3,BOOM Esports,dire,12,LOSE,33:47,Lina,Centaur Warrunner,Disruptor,Troll Warlord,Oracle
86,3,StarLadder ImbaTV Dota 2 Minor Season 3,Gambit Esports,radiant,17,WIN,35:32,Ember Spirit,Centaur Warrunner,Morphling,Rubick,Chen
86,3,StarLadder ImbaTV Dota 2 Minor Season 3,BOOM Esports,dire,8,LOSE,35:32,Pangolier,Slark,Snapfire,Void Spirit,Clockwerk
87,1,StarLadder ImbaTV Dota 2 Minor Season 3,Team Aster,radiant,28,WIN,47:22,Outworld Devourer,Slark,Puck,Omniknight,Snapfire
87,1,StarLadder ImbaTV Dota 2 Minor Season 3,Gambit Esports,dire,12,LOSE,47:22,Storm Spirit,Abaddon,Razor,Lich,Clockwerk
87,2,StarLadder ImbaTV Dota 2 Minor Season 3,Team Aster,radiant,22,WIN,36:28,Alchemist,Kunkka,Pangolier,Shadow Shaman,Enchantress
87,2,StarLadder ImbaTV Dota 2 Minor Season 3,Gambit Esports,dire,11,LOSE,36:28,Dark Seer,Naga Siren,Disruptor,Razor,Nyx Assassin
88,1,StarLadder ImbaTV Dota 2 Minor Season 3,Alliance,radiant,21,WIN,44:54,Troll Warlord,Death Prophet,Vengeful Spirit,Rubick,Mars
88,1,StarLadder ImbaTV Dota 2 Minor Season 3,BOOM Esports,dire,27,LOSE,44:54,Beastmaster,Kunkka,Tiny,Lifestealer,Oracle
88,2,StarLadder ImbaTV Dota 2 Minor Season 3,Alliance,dire,23,WIN,20:22,Templar Assassin,Death Prophet,Batrider,Mars,Rubick
88,2,StarLadder ImbaTV Dota 2 Minor Season 3,BOOM Esports,radiant,2,LOSE,20:22,Legion Commander,Invoker,Tiny,Troll Warlord,Oracle
89,1,StarLadder ImbaTV Dota 2 Minor Season 3,Gambit Esports,radiant,25,LOSE,66:45,Sniper,Ember Spirit,Witch Doctor,Nature's Prophet,Tiny
89,1,StarLadder ImbaTV Dota 2 Minor Season 3,Alliance,dire,40,WIN,66:45,Death Prophet,Dragon Knight,Rubick,Timbersaw,Ancient Apparition
89,2,StarLadder ImbaTV Dota 2 Minor Season 3,Gambit Esports,dire,10,LOSE,36:59,Storm Spirit,Axe,Lich,Morphling,Nyx Assassin
89,2,StarLadder ImbaTV Dota 2 Minor Season 3,Alliance,radiant,36,WIN,36:59,Dragon Knight,Slark,Ogre Magi,Pangolier,Rubick
90,1,StarLadder ImbaTV Dota 2 Minor Season 3,Team Aster,radiant,23,WIN,37:13,Death Prophet,Puck,Morphling,Nyx Assassin,Snapfire
90,1,StarLadder ImbaTV Dota 2 Minor Season 3,Alliance,dire,13,LOSE,37:13,Riki,Templar Assassin,Ogre Magi,Omniknight,Rubick
90,2,StarLadder ImbaTV Dota 2 Minor Season 3,Team Aster,radiant,23,WIN,23:49,Storm Spirit,Arc Warden,Vengeful Spirit,Omniknight,Rubick
90,2,StarLadder ImbaTV Dota 2 Minor Season 3,Alliance,dire,6,LOSE,23:49,Dragon Knight,Medusa,Disruptor,Oracle,Mars
90,3,StarLadder ImbaTV Dota 2 Minor Season 3,Team Aster,radiant,20,LOSE,38:16,Anti-Mage,Shadow Fiend,Chen,Mars,Shadow Shaman
90,3,StarLadder ImbaTV Dota 2 Minor Season 3,Alliance,dire,31,WIN,38:16,Lifestealer,Dark Seer,Jakiro,Death Prophet,Nyx Assassin
90,4,StarLadder ImbaTV Dota 2 Minor Season 3,Team Aster,radiant,24,WIN,32:03,Outworld Devourer,Gyrocopter,Io,Centaur Warrunner,Shadow Demon
90,4,StarLadder ImbaTV Dota 2 Minor Season 3,Alliance,dire,6,LOSE,32:03,Faceless Void,Mars,Winter Wyvern,Oracle,Death Prophet
91,1,Summit 12,Cloud 9,radiant,9,LOSE,44:39,Bloodseeker,Arc Warden,Beastmaster,Enchantress,Earthshaker
91,1,Summit 12,Thunder Predator,dire,29,WIN,44:39,Legion Commander,Slark,Winter Wyvern,Shadow Fiend,Rubick
91,2,Summit 12,Cloud 9,dire,10,LOSE,32:20,Terrorblade,Templar Assassin,Disruptor,Void Spirit,Snapfire
91,2,Summit 12,Thunder Predator,radiant,37,WIN,32:20,Razor,Jakiro,Puck,Shadow Fiend,Clockwerk
92,1,Summit 12,Team Liquid,dire,24,WIN,31:52,Gyrocopter,Leshrac,Oracle,Tiny,Io
92,1,Summit 12,Cloud 9,radiant,6,LOSE,31:52,Void Spirit,Lone Druid,Shadow Demon,Necrophos,Rubick
92,2,Summit 12,Team Liquid,dire,23,WIN,39:04,Zeus,Bristleback,Keeper of the Light,Earthshaker,Slardar
92,2,Summit 12,Cloud 9,radiant,11,LOSE,39:04,Witch Doctor,Death Prophet,Clockwerk,Troll Warlord,Oracle
93,1,Summit 12,Cloud 9,dire,5,LOSE,25:00,Sven,Pugna,Razor,Earthshaker,Grimstroke
93,1,Summit 12,OG Seed,radiant,29,WIN,25:00,Elder Titan,Ember Spirit,Mars,Juggernaut,Snapfire
93,2,Summit 12,Cloud 9,dire,13,LOSE,24:38,Huskar,Legion Commander,Ember Spirit,Grimstroke,Bounty Hunter
93,2,Summit 12,OG Seed,radiant,30,WIN,24:38,Kunkka,Gyrocopter,Bane,Beastmaster,Earthshaker
94,1,Summit 12,Fnatic,radiant,24,WIN,22:38,Monkey King,Morphling,Ogre Magi,Puck,Snapfire
94,1,Summit 12,Cloud 9,dire,8,LOSE,22:38,Dragon Knight,Phantom Lancer,Leshrac,Nyx Assassin,Enchantress
94,2,Summit 12,Fnatic,dire,31,WIN,30:04,Earthshaker,Drow Ranger,Grimstroke,Snapfire,Puck
94,2,Summit 12,Cloud 9,radiant,13,LOSE,30:04,Spectre,Beastmaster,Oracle,Monkey King,Lion
95,1,Summit 12,Cloud 9,dire,27,LOSE,38:16,Monkey King,Lone Druid,Winter Wyvern,Pangolier,Batrider
95,1,Summit 12,Evil Geniuses,radiant,29,WIN,38:16,Kunkka,Abaddon,Vengeful Spirit,Faceless Void,Grimstroke
95,2,Summit 12,Cloud 9,radiant,20,LOSE,39:25,Ancient Apparition,Huskar,Ember Spirit,Abaddon,Rubick
95,2,Summit 12,Evil Geniuses,dire,39,WIN,39:25,Razor,Doom,Tiny,Void Spirit,Grimstroke
96,1,Summit 12,Team Liquid,dire,27,WIN,29:55,Queen of Pain,Slardar,Earthshaker,Bristleback,Keeper of the Light
96,1,Summit 12,Thunder Predator,radiant,15,LOSE,29:55,Storm Spirit,Troll Warlord,Clockwerk,Batrider,Rubick
96,2,Summit 12,Team Liquid,dire,8,LOSE,27:02,Void Spirit,Gyrocopter,Io,Centaur Warrunner,Rubick
96,2,Summit 12,Thunder Predator,radiant,25,WIN,27:02,Death Prophet,Nature's Prophet,Winter Wyvern,Razor,Earthshaker
97,1,Summit 12,OG Seed,dire,5,LOSE,23:53,Puck,Phantom Lancer,Phoenix,Legion Commander,Enchantress
97,1,Summit 12,Thunder Predator,radiant,30,WIN,23:53,Shadow Fiend,Bane,Gyrocopter,Batrider,Clockwerk
97,2,Summit 12,OG Seed,radiant,32,WIN,30:53,Ogre Magi,Kunkka,Grimstroke,Faceless Void,Rubick
97,2,Summit 12,Thunder Predator,dire,13,LOSE,30:53,Abaddon,Gyrocopter,Lich,Pangolier,Puck
98,1,Summit 12,Fnatic,radiant,12,LOSE,32:47,Drow Ranger,Mars,Grimstroke,Void Spirit,Puck
98,1,Summit 12,Thunder Predator,dire,34,WIN,32:47,Lifestealer,Death Prophet,Jakiro,Beastmaster,Rubick
98,2,Summit 12,Fnatic,dire,30,WIN,42:07,Void Spirit,Morphling,Winter Wyvern,Pangolier,Puck
98,2,Summit 12,Thunder Predator,radiant,28,LOSE,42:07,Batrider,Leshrac,Troll Warlord,Snapfire,Oracle
99,1,Summit 12,Evil Geniuses,radiant,20,WIN,20:55,Naga Siren,Pangolier,Nature's Prophet,Ember Spirit,Snapfire
99,1,Summit 12,Thunder Predator,dire,6,LOSE,20:55,Morphling,Death Prophet,Slardar,Oracle,Void Spirit
99,2,Summit 12,Evil Geniuses,dire,21,WIN,21:46,Slardar,Meepo,Timbersaw,Snapfire,Nyx Assassin
99,2,Summit 12,Thunder Predator,radiant,12,LOSE,21:46,Kunkka,Anti-Mage,Centaur Warrunner,Earth Spirit,Jakiro
100,1,Summit 12,Team Liquid,dire,4,LOSE,22:06,Morphling,Batrider,Earthshaker,Io,Bristleback
100,1,Summit 12,OG Seed,radiant,11,WIN,22:06,Juggernaut,Kunkka,Clockwerk,Viper,Chen
100,2,Summit 12,Team Liquid,dire,38,LOSE,44:26,Riki,Ember Spirit,Grimstroke,Mars,Earthshaker
100,2,Summit 12,OG Seed,radiant,48,WIN,44:26,Ogre Magi,Sven,Rubick,Void Spirit,Ancient Apparition
101,1,Summit 12,Fnatic,radiant,34,WIN,26:55,Wraith King,Pangolier,Grimstroke,Void Spirit,Rubick
101,1,Summit 12,Team Liquid,dire,17,LOSE,26:55,Ember Spirit,Huskar,Oracle,Dark Willow,Slardar
101,2,Summit 12,Fnatic,dire,23,WIN,22:48,Troll Warlord,Ember Spirit,Grimstroke,Clockwerk,Rubick
101,2,Summit 12,Team Liquid,radiant,7,LOSE,22:48,Nature's Prophet,Morphling,Dark Willow,Void Spirit,Slardar
102,1,Summit 12,Team Liquid,dire,39,WIN,38:10,Magnus,Centaur Warrunner,Ember Spirit,Rubick,Batrider
102,1,Summit 12,Evil Geniuses,radiant,19,LOSE,38:10,Meepo,Legion Commander,Lion,Void Spirit,Chen
102,2,Summit 12,Team Liquid,dire,37,WIN,47:58,Zeus,Mars,Earthshaker,Bristleback,Keeper of the Light
102,2,Summit 12,Evil Geniuses,radiant,29,LOSE,47:58,Morphling,Necrophos,Pangolier,Nyx Assassin,Chen
103,1,Summit 12,Fnatic,dire,16,LOSE,33:47,Mars,Morphling,Bane,Ember Spirit,Earthshaker
103,1,Summit 12,OG Seed,radiant,38,WIN,33:47,Monkey King,Gyrocopter,Nyx Assassin,Pangolier,Ancient Apparition
103,2,Summit 12,Fnatic,radiant,21,WIN,25:14,Oracle,Troll Warlord,Nature's Prophet,Ember Spirit,Earthshaker
103,2,Summit 12,OG Seed,dire,12,LOSE,25:14,Magnus,Sven,Grimstroke,Sand King,Ancient Apparition
104,1,Summit 12,Evil Geniuses,dire,25,LOSE,47:30,Ember Spirit,Enchantress,Earthshaker,Faceless Void,Ancient Apparition
104,1,Summit 12,OG Seed,radiant,34,WIN,47:30,Void Spirit,Wraith King,Skywrath Mage,Sand King,Chen
104,2,Summit 12,Evil Geniuses,dire,29,WIN,32:27,Morphling,Abaddon,Shadow Shaman,Storm Spirit,Snapfire
104,2,Summit 12,OG Seed,radiant,18,LOSE,32:27,Beastmaster,Sven,Puck,Void Spirit,Oracle
105,1,Summit 12,Fnatic,dire,38,WIN,42:49,Nature's Prophet,Riki,Shadow Shaman,Puck,Earthshaker
105,1,Summit 12,Evil Geniuses,radiant,22,LOSE,42:49,Sven,Venomancer,Nyx Assassin,Storm Spirit,Snapfire
105,2,Summit 12,Fnatic,radiant,17,LOSE,45:42,Kunkka,Troll Warlord,Shadow Demon,Death Prophet,Clockwerk
105,2,Summit 12,Evil Geniuses,dire,42,WIN,45:42,Beastmaster,Queen of Pain,Earth Spirit,Faceless Void,Snapfire
106,1,Summit 12,OG Seed,radiant,23,LOSE,38:38,Spectre,Doom,Pangolier,Ancient Apparition,Void Spirit
106,1,Summit 12,Evil Geniuses,dire,44,WIN,38:38,Night Stalker,Wraith King,Grimstroke,Ember Spirit,Rubick
106,2,Summit 12,OG Seed,dire,24,LOSE,33:24,Pangolier,Anti-Mage,Lich,Puck,Void Spirit
106,2,Summit 12,Evil Geniuses,radiant,35,WIN,33:24,Templar Assassin,Abaddon,Bane,Earthshaker,Storm Spirit
107,1,Summit 12,Fnatic,dire,26,WIN,32:00,Winter Wyvern,Morphling,Storm Spirit,Nature's Prophet,Earthshaker
107,1,Summit 12,Team Liquid,radiant,14,LOSE,32:00,Necrophos,Viper,Pangolier,Venomancer,Chen
107,2,Summit 12,Fnatic,radiant,23,WIN,27:43,Underlord,Death Prophet,Pangolier,Troll Warlord,Rubick
107,2,Summit 12,Team Liquid,dire,11,LOSE,27:43,Wraith King,Storm Spirit,Grimstroke,Slardar,Earthshaker
108,1,Summit 12,Evil Geniuses,radiant,25,WIN,24:15,Templar Assassin,Night Stalker,Tiny,Void Spirit,Snapfire
108,1,Summit 12,Fnatic,dire,6,LOSE,24:15,Axe,Leshrac,Puck,Morphling,Clockwerk
108,2,Summit 12,Evil Geniuses,dire,9,LOSE,23:51,Sven,Queen of Pain,Pangolier,Timbersaw,Grimstroke
108,2,Summit 12,Fnatic,radiant,21,WIN,23:51,Puck,Shadow Fiend,Lion,Nature's Prophet,Tiny
108,3,Summit 12,Evil Geniuses,radiant,14,LOSE,34:21,Faceless Void,Mars,Shadow Fiend,Clockwerk,Snapfire
108,3,Summit 12,Fnatic,dire,31,WIN,34:21,Pangolier,Riki,Oracle,Death Prophet,Earthshaker
109,1,Summit 12,OG Seed,radiant,37,WIN,34:04,Spectre,Abaddon,Pangolier,Void Spirit,Ancient Apparition
109,1,Summit 12,Team Liquid,dire,7,LOSE,34:04,Ember Spirit,Medusa,Batrider,Mars,Rubick
109,2,Summit 12,OG Seed,radiant,28,WIN,44:47,Puck,Underlord,Grimstroke,Faceless Void,Rubick
109,2,Summit 12,Team Liquid,dire,23,LOSE,44:47,Beastmaster,Naga Siren,Disruptor,Death Prophet,Earthshaker
110,1,Summit 12,Evil Geniuses,radiant,24,WIN,29:46,Wraith King,Shadow Demon,Kunkka,Nyx Assassin,Nature's Prophet
110,1,Summit 12,OG Seed,dire,8,LOSE,29:46,Ogre Magi,Tiny,Clockwerk,Faceless Void,Snapfire
110,2,Summit 12,Evil Geniuses,dire,17,LOSE,27:28,Slark,Leshrac,Tiny,Oracle,Nature's Prophet
110,2,Summit 12,OG Seed,radiant,29,WIN,27:28,Storm Spirit,Phantom Lancer,Earthshaker,Batrider,Timbersaw
110,3,Summit 12,Evil Geniuses,radiant,45,LOSE,48:31,Spectre,Beastmaster,Silencer,Storm Spirit,Rubick
110,3,Summit 12,OG Seed,dire,31,WIN,48:31,Terrorblade,Skywrath Mage,Mars,Snapfire,Puck
111,1,Summit 12,Fnatic,radiant,21,WIN,17:50,Legion Commander,Alchemist,Io,Death Prophet,Earthshaker
111,1,Summit 12,OG Seed,dire,8,LOSE,17:50,Ursa,Dark Seer,Pangolier,Void Spirit,Chen
111,2,Summit 12,Fnatic,dire,46,WIN,25:58,Lich,Anti-Mage,Tiny,Ember Spirit,Snapfire
111,2,Summit 12,OG Seed,radiant,12,LOSE,25:58,Spectre,Shadow Shaman,Void Spirit,Sand King,Ancient Apparition
111,3,Summit 12,Fnatic,radiant,43,WIN,51:48,Void Spirit,Slark,Omniknight,Tiny,Snapfire
111,3,Summit 12,OG Seed,dire,17,LOSE,51:48,Enchantress,Leshrac,Morphling,Batrider,Earthshaker
112,1,Summit 12,Team Liquid,dire,29,WIN,49:36,Dragon Knight,Spectre,Slardar,Batrider,Rubick
112,1,Summit 12,Thunder Predator,radiant,25,LOSE,49:36,Puck,Beastmaster,Winter Wyvern,Lifestealer,Earthshaker
113,1,WeSave! Charity Play,Cloud 9,dire,19,WIN,25:06,Bristleback,Troll Warlord,Centaur Warrunner,Mirana,Ancient Apparition
113,1,WeSave! Charity Play,CR4ZY,radiant,4,LOSE,25:06,Medusa,Batrider,Ember Spirit,Vengeful Spirit,Chen
113,2,WeSave! Charity Play,Cloud 9,dire,14,LOSE,34:37,Necrophos,Monkey King,Phoenix,Oracle,Centaur Warrunner
113,2,WeSave! Charity Play,CR4ZY,radiant,27,WIN,34:37,Storm Spirit,Ursa,Nyx Assassin,Death Prophet,Enchantress
113,3,WeSave! Charity Play,Cloud 9,dire,18,LOSE,35:08,Bounty Hunter,Weaver,Abaddon,Disruptor,Death Prophet
113,3,WeSave! Charity Play,CR4ZY,radiant,32,WIN,35:08,Wraith King,Bloodseeker,Nature's Prophet,Shadow Demon,Mirana
114,1,WeSave! Charity Play,Evil Geniuses,radiant,11,LOSE,19:50,Ursa,Weaver,Vengeful Spirit,Void Spirit,Enchantress
114,1,WeSave! Charity Play,business associates,dire,22,WIN,19:50,Gyrocopter,Lycan,Enigma,Mirana,Beastmaster
114,2,WeSave! Charity Play,Evil Geniuses,radiant,22,WIN,19:01,Abaddon,Kunkka,Mirana,Wraith King,Shadow Demon
114,2,WeSave! Charity Play,business associates,dire,6,LOSE,19:01,Alchemist,Void Spirit,Warlock,Nyx Assassin,Centaur Warrunner
114,3,WeSave! Charity Play,Evil Geniuses,radiant,53,WIN,28:32,Puck,Dark Seer,Earth Spirit,Ursa,Oracle
114,3,WeSave! Charity Play,business associates,dire,19,LOSE,28:32,Queen of Pain,Lone Druid,Witch Doctor,Venomancer,Earthshaker
115,1,WeSave! Charity Play,CR4ZY,dire,13,LOSE,29:16,Kunkka,Phantom Lancer,Underlord,Witch Doctor,Mirana
115,1,WeSave! Charity Play,Evil Geniuses,radiant,27,WIN,29:16,Alchemist,Shadow Shaman,Void Spirit,Shadow Demon,Beastmaster
115,2,WeSave! Charity Play,CR4ZY,radiant,16,LOSE,36:35,Void Spirit,Anti-Mage,Warlock,Mirana,Centaur Warrunner
115,2,WeSave! Charity Play,Evil Geniuses,dire,37,WIN,36:35,Slardar,Kunkka,Earth Spirit,Wraith King,Shadow Demon
115,3,WeSave! Charity Play,CR4ZY,radiant,24,WIN,29:10,Huskar,Spectre,Oracle,Centaur Warrunner,Mirana
115,3,WeSave! Charity Play,Evil Geniuses,dire,7,LOSE,29:10,Void Spirit,Phoenix,Clockwerk,Wraith King,Chen
115,4,WeSave! Charity Play,CR4ZY,dire,33,LOSE,40:40,Juggernaut,Enchantress,Earthshaker,Ember Spirit,Nature's Prophet
115,4,WeSave! Charity Play,Evil Geniuses,radiant,33,WIN,40:40,Alchemist,Dark Seer,Earth Spirit,Void Spirit,Grimstroke
116,1,WeSave! Charity Play,FURIA Esports,dire,11,LOSE,26:13,Spirit Breaker,Nature's Prophet,Juggernaut,Chen,Void Spirit
116,1,WeSave! Charity Play,NoPing e-sports,radiant,27,WIN,26:13,Lycan,Razor,Earthshaker,Batrider,Mars
116,2,WeSave! Charity Play,FURIA Esports,dire,6,LOSE,21:16,Sven,Pangolier,Mars,Oracle,Death Prophet
116,2,WeSave! Charity Play,NoPing e-sports,radiant,12,WIN,21:16,Phantom Lancer,Beastmaster,Lich,Lycan,Void Spirit
117,1,WeSave! Charity Play,beastcoast,dire,6,LOSE,21:07,Ursa,Ember Spirit,Timbersaw,Chen,Dazzle
117,1,WeSave! Charity Play,Thunder Predator,radiant,37,WIN,21:07,Tinker,Slark,Treant Protector,Centaur Warrunner,Snapfire
117,2,WeSave! Charity Play,beastcoast,dire,19,LOSE,24:29,Spirit Breaker,Bloodseeker,Lich,Skywrath Mage,Bounty Hunter
117,2,WeSave! Charity Play,Thunder Predator,radiant,45,WIN,24:29,Troll Warlord,Slardar,Dazzle,Disruptor,Void Spirit
118,1,WeSave! Charity Play,NoPing e-sports,radiant,14,LOSE,30:38,Ember Spirit,Omniknight,Disruptor,Juggernaut,Snapfire
118,1,WeSave! Charity Play,Thunder Predator,dire,24,WIN,30:38,Necrophos,Terrorblade,Clockwerk,Jakiro,Centaur Warrunner
118,2,WeSave! Charity Play,NoPing e-sports,dire,28,LOSE,35:57,Wraith King,Sand King,Riki,Grimstroke,Enchantress
118,2,WeSave! Charity Play,Thunder Predator,radiant,46,WIN,35:57,Slark,Snapfire,Nature's Prophet,Ember Spirit,Puck
118,3,WeSave! Charity Play,NoPing e-sports,radiant,10,LOSE,30:59,Bristleback,Medusa,Beastmaster,Grimstroke,Earthshaker
118,3,WeSave! Charity Play,Thunder Predator,dire,35,WIN,30:59,Slardar,Troll Warlord,Oracle,Ember Spirit,Puck
119,1,WeSave! Charity Play,Team Liquid,radiant,43,WIN,32:49,Death Prophet,Lycan,Grimstroke,Centaur Warrunner,Rubick
119,1,WeSave! Charity Play,OG,dire,10,LOSE,32:49,Brewmaster,Dark Seer,Clockwerk,Faceless Void,Snapfire
119,2,WeSave! Charity Play,Team Liquid,dire,26,WIN,23:07,Zeus,Mars,Earthshaker,Bristleback,Keeper of the Light
119,2,WeSave! Charity Play,OG,radiant,5,LOSE,23:07,Winter Wyvern,Timbersaw,Enigma,Troll Warlord,Oracle
120,1,WeSave! Charity Play,Team Secret,dire,34,LOSE,52:34,Bounty Hunter,Wraith King,Keeper of the Light,Ember Spirit,Mirana
120,1,WeSave! Charity Play,Nigma Galaxy,radiant,37,WIN,52:34,Silencer,Riki,Grimstroke,Clockwerk,Io
120,2,WeSave! Charity Play,Team Secret,dire,25,LOSE,28:46,Dazzle,Arc Warden,Jakiro,Earthshaker,Void Spirit
120,2,WeSave! Charity Play,Nigma Galaxy,radiant,27,WIN,28:46,Batrider,Necrophos,Bounty Hunter,Nature's Prophet,Nyx Assassin
121,1,WeSave! Charity Play,Team Liquid,dire,42,WIN,32:49,Broodmother,Centaur Warrunner,Death Prophet,Grimstroke,Rubick
121,1,WeSave! Charity Play,Nigma Galaxy,radiant,18,LOSE,32:49,Batrider,Legion Commander,Clinkz,Shadow Fiend,Clockwerk
121,2,WeSave! Charity Play,Team Liquid,radiant,22,LOSE,25:39,Rubick,Void Spirit,Timbersaw,Broodmother,Grimstroke
121,2,WeSave! Charity Play,Nigma Galaxy,dire,41,WIN,25:39,Meepo,Tusk,Clinkz,Night Stalker,Silencer
121,3,WeSave! Charity Play,Team Liquid,radiant,21,LOSE,26:11,Lone Druid,Drow Ranger,Winter Wyvern,Mars,Earthshaker
121,3,WeSave! Charity Play,Nigma Galaxy,dire,29,WIN,26:11,Anti-Mage,Spirit Breaker,Necrophos,Tusk,Clinkz
121,4,WeSave! Charity Play,Team Liquid,radiant,15,LOSE,21:37,Riki,Brewmaster,Lone Druid,Grimstroke,Rubick
121,4,WeSave! Charity Play,Nigma Galaxy,dire,39,WIN,21:37,Wraith King,Phantom Assassin,Batrider,Tusk,Clinkz
122,1,WeSave! Charity Play,B8,radiant,23,LOSE,39:00,Lina,Centaur Warrunner,Dark Willow,Riki,Ancient Apparition
122,1,WeSave! Charity Play,Natus Vincere,dire,21,WIN,39:00,Naga Siren,Shadow Fiend,Lich,Mars,Rubick
122,2,WeSave! Charity Play,B8,radiant,15,LOSE,30:35,Shadow Fiend,Dazzle,Bristleback,Ember Spirit,Snapfire
122,2,WeSave! Charity Play,Natus Vincere,dire,27,WIN,30:35,Necrophos,Slark,Void Spirit,Nyx Assassin,Chen
123,1,WeSave! Charity Play,Virtus.pro,dire,23,WIN,29:56,Morphling,Bristleback,Nature's Prophet,Shadow Demon,Batrider
123,1,WeSave! Charity Play,HellRaisers,radiant,15,LOSE,29:56,Outworld Devourer,Lycan,Rubick,Oracle,Timbersaw
123,2,WeSave! Charity Play,Virtus.pro,dire,18,LOSE,38:55,Earthshaker,Razor,Troll Warlord,Doom,Chen
123,2,WeSave! Charity Play,HellRaisers,radiant,42,WIN,38:55,Weaver,Ember Spirit,Pangolier,Winter Wyvern,Death Prophet
123,3,WeSave! Charity Play,Virtus.pro,dire,15,LOSE,34:06,Morphling,Slark,Nature's Prophet,Doom,Batrider
123,3,WeSave! Charity Play,HellRaisers,radiant,42,WIN,34:06,Broodmother,Elder Titan,Ember Spirit,Pangolier,Oracle
124,1,WeSave! Charity Play,Natus Vincere,dire,9,LOSE,32:18,Centaur Warrunner,Anti-Mage,Disruptor,Batrider,Death Prophet
124,1,WeSave! Charity Play,HellRaisers,radiant,23,WIN,32:18,Broodmother,Leshrac,Nyx Assassin,Timbersaw,Shadow Demon
124,2,WeSave! Charity Play,Natus Vincere,dire,32,LOSE,43:31,Ember Spirit,Naga Siren,Disruptor,Skywrath Mage,Centaur Warrunner
124,2,WeSave! Charity Play,HellRaisers,radiant,50,WIN,43:31,Riki,Leshrac,Pangolier,Batrider,Void Spirit
124,3,WeSave! Charity Play,Natus Vincere,dire,14,LOSE,32:36,Morphling,Disruptor,Shadow Shaman,Pangolier,Nature's Prophet
124,3,WeSave! Charity Play,HellRaisers,radiant,32,WIN,32:36,Vengeful Spirit,Medusa,Ember Spirit,Elder Titan,Void Spirit
125,1,WeSave! Charity Play,PSG.LGD,dire,38,WIN,45:40,Spectre,Dark Willow,Chen,Void Spirit,Mars
125,1,WeSave! Charity Play,Invictus Gaming,radiant,15,LOSE,45:40,Death Prophet,Grimstroke,Morphling,Earthshaker,Dazzle
125,2,WeSave! Charity Play,PSG.LGD,radiant,27,WIN,32:42,Windranger,Timbersaw,Slark,Ember Spirit,Chen
125,2,WeSave! Charity Play,Invictus Gaming,dire,13,LOSE,32:42,Morphling,Disruptor,Tidehunter,Winter Wyvern,Void Spirit
126,1,WeSave! Charity Play,EHOME,radiant,15,LOSE,26:23,Alchemist,Mirana,Enigma,Riki,Oracle
126,1,WeSave! Charity Play,Vici Gaming,dire,24,WIN,26:23,Pangolier,Medusa,Puck,Lich,Mars
126,2,WeSave! Charity Play,EHOME,dire,12,LOSE,25:24,Timbersaw,Terrorblade,Kunkka,Dark Willow,Snapfire
126,2,WeSave! Charity Play,Vici Gaming,radiant,30,WIN,25:24,Troll Warlord,Dark Seer,Spirit Breaker,Lion,Void Spirit
127,1,WeSave! Charity Play,PSG.LGD,dire,27,WIN,21:34,Dragon Knight,Bristleback,Phoenix,Ogre Magi,Void Spirit
127,1,WeSave! Charity Play,Vici Gaming,radiant,8,LOSE,21:34,Ursa,Juggernaut,Grimstroke,Rubick,Centaur Warrunner
127,2,WeSave! Charity Play,PSG.LGD,radiant,21,WIN,18:11,Lone Druid,Centaur Warrunner,Windranger,Ember Spirit,Chen
127,2,WeSave! Charity Play,Vici Gaming,dire,4,LOSE,18:11,Sven,Dark Seer,Nyx Assassin,Winter Wyvern,Void Spirit
127,3,WeSave! Charity Play,PSG.LGD,dire,31,WIN,30:30,Earth Spirit,Abaddon,Rubick,Lifestealer,Luna
127,3,WeSave! Charity Play,Vici Gaming,radiant,14,LOSE,30:30,Razor,Monkey King,Lion,Batrider,Earthshaker
128,1,WeSave! Charity Play,Geek Fam,radiant,,WIN,42:12,Monkey King,Enchantress,Phantom Lancer,Mars,Lich
128,1,WeSave! Charity Play,BOOM Esports,dire,,LOSE,42:12,Bounty Hunter,Ember Spirit,Dark Seer,Nyx Assassin,Rubick
128,2,WeSave! Charity Play,Geek Fam,radiant,26,WIN,46:00,Outworld Devourer,Doom,Lion,Troll Warlord,Oracle
